序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
246,太原市阳曲县政协,县级,县,县级,县,"县级政协,县政协",,太原市,山西省,华北,
247,太原市娄烦县政协,县级,县,县级,县,"县级政协,县政协",,太原市,山西省,华北,
248,太原市山西转型综合改革示范区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,太原市,山西省,华北,疑似功能区（含「示范区」），通常无独立政协委员会，请核实
249,太原市古交市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,太原市,山西省,华北,
250,大同市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,大同市,山西省,华北,
251,大同市新荣区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,大同市,山西省,华北,
252,大同市平城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,大同市,山西省,华北,
253,大同市云冈区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,大同市,山西省,华北,
254,大同市云州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,大同市,山西省,华北,
255,大同市阳高县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
256,大同市天镇县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
257,大同市广灵县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
258,大同市灵丘县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
259,大同市浑源县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
260,大同市左云县政协,县级,县,县级,县,"县级政协,县政协",,大同市,山西省,华北,
261,大同市山西大同经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,大同市,山西省,华北,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
262,阳泉市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,阳泉市,山西省,华北,
263,阳泉市城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,阳泉市,山西省,华北,
264,阳泉市矿区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,阳泉市,山西省,华北,
265,阳泉市郊区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,阳泉市,山西省,华北,
266,阳泉市平定县政协,县级,县,县级,县,"县级政协,县政协",,阳泉市,山西省,华北,
267,阳泉市盂县政协,县级,县,县级,县,"县级政协,县政协",,阳泉市,山西省,华北,
268,长治市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,长治市,山西省,华北,
269,长治市潞州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,长治市,山西省,华北,
270,长治市上党区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,长治市,山西省,华北,
271,长治市屯留区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,长治市,山西省,华北,
272,长治市潞城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,长治市,山西省,华北,
273,长治市襄垣县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
274,长治市平顺县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
275,长治市黎城县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
276,长治市壶关县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
277,长治市长子县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
278,长治市武乡县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
279,长治市沁县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
280,长治市沁源县政协,县级,县,县级,县,"县级政协,县政协",,长治市,山西省,华北,
281,晋城市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,晋城市,山西省,华北,
282,晋城市城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,晋城市,山西省,华北,
283,晋城市沁水县政协,县级,县,县级,县,"县级政协,县政协",,晋城市,山西省,华北,
284,晋城市阳城县政协,县级,县,县级,县,"县级政协,县政协",,晋城市,山西省,华北,
285,晋城市陵川县政协,县级,县,县级,县,"县级政协,县政协",,晋城市,山西省,华北,
286,晋城市泽州县政协,县级,县,县级,县,"县级政协,县政协",,晋城市,山西省,华北,
287,晋城市高平市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,晋城市,山西省,华北,
288,朔州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,朔州市,山西省,华北,
289,朔州市朔城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,朔州市,山西省,华北,
290,朔州市平鲁区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,朔州市,山西省,华北,
291,朔州市山阴县政协,县级,县,县级,县,"县级政协,县政协",,朔州市,山西省,华北,
292,朔州市应县政协,县级,县,县级,县,"县级政协,县政协",,朔州市,山西省,华北,
293,朔州市右玉县政协,县级,县,县级,县,"县级政协,县政协",,朔州市,山西省,华北,
294,朔州市山西朔州经济开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,朔州市,山西省,华北,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
295,朔州市怀仁市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,朔州市,山西省,华北,
296,晋中市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,晋中市,山西省,华北,
297,晋中市榆次区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,晋中市,山西省,华北,
298,晋中市太谷区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,晋中市,山西省,华北,
299,晋中市榆社县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
300,晋中市左权县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
301,晋中市和顺县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
302,晋中市昔阳县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
303,晋中市寿阳县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
304,晋中市祁县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
305,晋中市平遥县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
306,晋中市灵石县政协,县级,县,县级,县,"县级政协,县政协",,晋中市,山西省,华北,
307,晋中市介休市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,晋中市,山西省,华北,
308,运城市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,运城市,山西省,华北,
309,运城市盐湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,运城市,山西省,华北,
310,运城市临猗县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
311,运城市万荣县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
312,运城市闻喜县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
313,运城市稷山县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
314,运城市新绛县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
315,运城市绛县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
316,运城市垣曲县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
317,运城市夏县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
318,运城市平陆县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
319,运城市芮城县政协,县级,县,县级,县,"县级政协,县政协",,运城市,山西省,华北,
320,运城市永济市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,运城市,山西省,华北,
321,运城市河津市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,运城市,山西省,华北,
322,忻州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,忻州市,山西省,华北,
323,忻州市忻府区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,忻州市,山西省,华北,
324,忻州市定襄县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
325,忻州市五台县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
326,忻州市代县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
327,忻州市繁峙县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
328,忻州市宁武县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
329,忻州市静乐县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
330,忻州市神池县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
331,忻州市五寨县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
332,忻州市岢岚县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
333,忻州市河曲县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
334,忻州市保德县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
335,忻州市偏关县政协,县级,县,县级,县,"县级政协,县政协",,忻州市,山西省,华北,
336,忻州市五台山风景名胜区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,忻州市,山西省,华北,
337,忻州市原平市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,忻州市,山西省,华北,
338,临汾市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,临汾市,山西省,华北,
339,临汾市尧都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,临汾市,山西省,华北,
340,临汾市曲沃县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
341,临汾市翼城县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
342,临汾市襄汾县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
343,临汾市洪洞县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
344,临汾市古县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
345,临汾市安泽县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
346,临汾市浮山县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
347,临汾市吉县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
348,临汾市乡宁县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
349,临汾市大宁县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
350,临汾市隰县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
351,临汾市永和县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
352,临汾市蒲县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
353,临汾市汾西县政协,县级,县,县级,县,"县级政协,县政协",,临汾市,山西省,华北,
354,临汾市侯马市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,临汾市,山西省,华北,
355,临汾市霍州市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,临汾市,山西省,华北,
356,吕梁市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,吕梁市,山西省,华北,
357,吕梁市离石区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,吕梁市,山西省,华北,
358,吕梁市文水县政协,县级,县,县级,县,"县级政协,县政协",,吕梁市,山西省,华北,
